filename;latitude;longitude
image_0001.jpg;41.1069031853682;29.02071833610535
image_0002.jpg;41.10180198492164;29.022086277473733
image_0003.jpg;41.10778029440895;29.026120305061344
image_0004.jpg;41.10773177736764;29.02370105806577
image_0005.jpg;41.107525;29.031177777777778
image_0006.jpg;41.104368799863735;29.016394615173343
image_0007.jpg;41.10501957750964;29.024838209152225
image_0008.jpg;41.10715225417637;29.03035488960556
image_0009.jpg;41.103692598732174;29.019592404061672
image_0010.jpg;41.10595659170027;29.02621686458588
image_0011.jpg;41.10777218055343;29.022343610671683
image_0012.jpg;41.10771160656673;29.026206165157294
image_0013.jpg;41.10783284204405;29.02706977160277
image_0014.jpg;41.10538722275988;29.022665596324178
image_0015.jpg;41.10399440724769;29.026174544977145
image_0016.jpg;41.10155555555556;29.02104444444444
image_0017.jpg;41.10483770489687;29.024258954931238
image_0018.jpg;41.10110419801925;29.021266102501876
image_0019.jpg;41.101122789003455;29.01991377679629
image_0020.jpg;41.10788134308494;29.02203798294068
image_0021.jpg;41.10787325919658;29.02740776538849
image_0022.jpg;41.105195955448266;29.02673908278756
image_0023.jpg;41.10320880948196;29.02389946834526
image_0024.jpg;41.10516510519309;29.026023776618743
image_0025.jpg;41.10745136988399;29.022775173720294
image_0026.jpg;41.10659603611554;29.02646897164803
image_0027.jpg;41.10778029440895;29.026152491569523
image_0028.jpg;41.107706781399415;29.02218818664551
image_0029.jpg;41.10760244836147;29.02291238307953
image_0030.jpg;41.10775932678918;29.02625441551209
image_0031.jpg;41.10500745114826;29.025283479481956
image_0032.jpg;41.10778433635896;29.02559995651245
image_0033.jpg;41.10976472369229;29.033957669582232
image_0034.jpg;41.10527828651151;29.02662992772833
image_0035.jpg;41.10467890133364;29.023722409693075
image_0036.jpg;41.10699059285493;29.02745604515076
image_0037.jpg;41.10756606148468;29.022896263358696
image_0038.jpg;41.1053429532334;29.01960791634397
image_0039.jpg;41.10724278887781;29.02740243937446
image_0040.jpg;41.10819661395456;29.033324718475345
image_0041.jpg;41.10764961738437;29.023713867113354
image_0042.jpg;41.10738755039088;29.02592182159424
image_0043.jpg;41.10580703522077;29.022644162178043
image_0044.jpg;41.10402894875224;29.01993519576949
image_0045.jpg;41.1078651753072;29.027241468429565
image_0046.jpg;41.10720833333333;29.029555555555557
image_0047.jpg;41.10467983115598;29.02290174582226
image_0048.jpg;41.11022965208033;29.035336351603263
image_0049.jpg;41.10784900752553;29.027241468429565
image_0050.jpg;41.10777492257728;29.031749827359224
image_0051.jpg;41.1006295;29.0211149
image_0052.jpg;41.10719297222222;29.030193305555557
image_0053.jpg;41.10146245006013;29.03094840536266
image_0054.jpg;41.10397653863781;29.01964023217806
image_0055.jpg;41.11065709720866;29.035944834754204
image_0056.jpg;41.10804706257693;29.032106995582584
image_0057.jpg;41.10782879779283;29.022386670112613
image_0058.jpg;41.10829624686404;29.032457756244025
image_0059.jpg;41.10433242041235;29.020278453826908
image_0060.jpg;41.10777625245866;29.024355411529545
image_0061.jpg;41.10663239587894;29.021689419280225
image_0062.jpg;41.10565429559831;29.022026665954773
image_0063.jpg;41.10107835990012;29.02126568694784
image_0064.jpg;41.10788944360106;29.02242958545269
image_0065.jpg;41.10716591050337;29.030540588472043
image_0066.jpg;41.107499914986754;29.03142233198545
image_0067.jpg;41.105072159614295;29.025310240640483
image_0068.jpg;41.10358865832164;29.017027616500854
image_0069.jpg;41.10541166890056;29.02000486850739
image_0070.jpg;41.107227305555554;29.02972983333333
image_0071.jpg;41.10831388496162;29.032498606961227
image_0072.jpg;41.10864526604373;29.03259515762329
image_0073.jpg;41.104800551675005;29.023078680038456
image_0074.jpg;41.107508333333335;29.027366666666666
image_0075.jpg;41.10517318941486;29.026163229227848
image_0076.jpg;41.10785555555556;29.03443055555556
image_0077.jpg;41.10788333333333;29.022055555555557
image_0078.jpg;41.10757339675965;29.022842645645145
image_0079.jpg;41.10377452589489;29.016872281756235
image_0080.jpg;41.101185006813246;29.02225315539781
image_0081.jpg;41.10723311233278;29.027402400970463
image_0082.jpg;41.10829638972376;29.032436198130604
image_0083.jpg;41.104702803158354;29.02316191144794
image_0084.jpg;41.10048983375901;29.02324873758658
image_0085.jpg;41.105119929654045;29.02620077133179
image_0086.jpg;41.10410605892864;29.019672274589546
image_0087.jpg;41.10449814886101;29.02058422565461
image_0088.jpg;41.10552004750887;29.02768671512604
image_0089.jpg;41.10602697697185;29.02638156704056
image_0090.jpg;41.10521765261677;29.015541841093437
image_0091.jpg;41.10863718224944;29.032562971115112
